 title_x , imdb_id , poster_path , wiki_link , title_y , original_title , is_adult , year_of_release , runtime , genres , imdb_rating , imdb_votes , story , summary , tagline , actors , wins_nominations , release_date , yt ,tplus
 Naya Kadam , tt0187344 , https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Naya_Kadam_%281984%29.jpg/220px-Naya_Kadam_%281984%29.jpg , https://en.wikipedia.org/wiki/Naya_Kadam , Naya Kadam , Naya Kadam ,0,1984,  , Drama|Family|Romance ,6.2,39, Madhukar and Jaggu are Hitler-like tyrants who rule over a small community with an iron hand. They prefer to keep the inhabitants illiterate  so that they can continue to oppress and abuse them over time. But one young lad  Ramu  educates himself secretly with the help of the local school-master  Srikanth. Years later  Ramu has grown up and is now a formidable force to reckon with. Madhukar and Jaggu see him as a threat and soon spin a web of lies and deceit around him  leaving him with no alternative except to retreat  leaving the poor villagers once again at their mercy of their oppressors. , Madhukar and Jaggu are Hitler-like tyrants who rule over a small community with an iron hand. They prefer to keep the inhabitants illiterate  so that they can continue to oppress and abuse ... ,  , Rajesh Khanna|Padmini Kolhapure|Sridevi|Jaya Prada|Kader Khan|Om Shivpuri|Ranjeet|Satyendra Kapoor|Asrani|Jayshree Gadkar|Mohan Choti|Dinesh Hingoo|Renu Joshi|Nandita Thakur| , 1 nomination , 5 October 1984 (India) , EvNd7vUQnQg ,
 Mann (film) , tt0206921 , https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Mann_poster.jpg/220px-Mann_poster.jpg , https://en.wikipedia.org/wiki/Mann_(1999_film) , Mann , Mann ,0,1999,160, Drama|Romance ,6.2,4465, Karan Dev Singh and Priya Verma are to get married to their respective partners but before this could happen Karan who is a flirt manages to meet with Priya on a cruise that hails from Singapore to India. They meet  fight  befriend each other and eventually fall in love fully well knowing that their life partners are waiting. When it is time for their departure they agree to go about their lives without communicating with each other and promises to meet after a year. When it is time for them to meet Priya meets with a road accident which prevents them from meeting. , A young woman falls in love with a handsome playboy  while aboard a Singapore to India cruise. They make plans to meet again  but fate may have other plans... , Listen to your heart , Aamir Khan|Manisha Koirala|Sharmila Tagore|Deepti Bhatnagar|Dalip Tahil|Anil Kapoor|Rani Mukerji|Neeraj Vora|Satyendra Kapoor|Ananth Narayan Mahadevan|Sulabha Deshpande|Paresh Ganatra|Sanjay Goradia|Sheela Sharma| ,  , 22 June 1999 (India) , j8w7DzNgShg ,
 Sangram (1950 film) , tt0244182 , https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Sangram50.jpg/220px-Sangram50.jpg , https://en.wikipedia.org/wiki/Sangram_(1950_film) , Sangram , Sangram ,0,1950,139, Drama ,6.2,20, After the death of his wife  a policeman fails to up-bring his only son in a good way and spoils him. This creates serious repercussions once the child becomes an adult. , After the death of his wife  a policeman fails to up-bring his only son in a good way and spoils him. This creates serious repercussions once the child becomes an adult. ,  , Ashok Kumar|Nalini Jaywant|Nawab|Sajjan|Tiwari|Hemavathi|S.N. Banerjee|Kumud Tripathi|Samson|Chaman Puri|Shashi Kapoor|Tabassum|Ram Singh|Bose| ,  ,  , YYzizZX_6Ek ,
 College Girl (1978 film) , tt0247257 ,  , https://en.wikipedia.org/wiki/College_Girl_(1978_film) , College Girl , College Girl ,0,1978,  , Romance ,6.2,9,  , Add a Plot » ,  , Sachin|Bindiya Goswami|Rita Bhaduri|Master Bhagwan|Paintal|Shreeram Lagoo|Urmila Bhatt| ,  ,  , ZdFdAZ8yyHE ,
 Arpan , tt0247936 , https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Arpan_%281983_film%29.jpg/220px-Arpan_%281983_film%29.jpg , https://en.wikipedia.org/wiki/Arpan , Arpan , Arpan ,0,1983,  , Drama|Romance ,6.2,60, The Verma family consists of Mrs. Verma  the mother; Anil  the son; and a daughter named Vinnie. Anil loves Shobha  and hopes to marry her someday. While Vinnie loves Rakesh and also hopes to marry him someday too. Shobha and Rakesh both work for JK  a multi-millionaire industrialist. Anil has to goes overseas for a year to better his prospects. He promises to stay in touch with Shobha. However  after a year when Anil returns he finds that Vinnie and Rakesh have married  and is heart-broken to find that Shobha had married JK. Dejected but not beaten  he marries another girl by the name of Sona  but is unable to get Shobha out of his mind. Sona resents this  and one day follows him  and finds him in bed with none other than Shobha. , The Verma family consists of Mrs. Verma  the mother; Anil  the son; and a daughter named Vinnie. Anil loves Shobha  and hopes to marry her someday. While Vinnie loves Rakesh and also hopes ... ,  , Jeetendra|Reena Roy|Parveen Babi|Raj Babbar|Sujit Kumar|Dina Pathak|Sulochana Latkar|Vikas Anand|Priti Sapru|Sudhir Dalvi|Shashi Puri| ,  ,  , MhJgZh7LrK8 ,
 Nishana (1980 film) , tt0257965 , https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Nishana_%281980_film%29.jpg/220px-Nishana_%281980_film%29.jpg , https://en.wikipedia.org/wiki/Nishana_(1980_film) , Nishana , Nishana ,0,1980,137, Action|Drama ,6.2,18, Thakur Saab and his wife Jankidevi belong to a rich and royal family. They have an ancestral necklace which is very precious and very expensive. The necklace is always worn by Jankidevi. Their Dewanji is behind this necklace and also Thakursaab's property. But Jankidevi somehow escapes from him and secretly gives the necklace to a Adivasi. She tells him to give it back to her when she returns. Till then  the necklace is worn on Adivasi's Kuldevi. A hunter  Surya Prakash (Pradeep Kumar) tries to save Jankidevi but she is killed by Dewanji's men. Dewanji (Utpal Dutt) tells Thakursaab that a hunter has taken away his wife's life for the Rajkamal necklace. After many years Kavita (Poonam Dhilon)  daughter of Thakursaab and Raja (Jeetendra)  who is the son of hunter Surya Prakash meet and fall in love with each other. But as her father comes to know that he is the son of Surya Prakash he disagrees to the marriage. Raja formulates a plan to prove his fathers innocence. , Thakur Saab and his wife Jankidevi belong to a rich and royal family. They have an ancestral necklace which is very precious and very expensive. The necklace is always worn by Jankidevi. ... ,  , Asrani|Prem Chopra|Mohan Choti|Poonam Dhillon|Utpal Dutt|Jeetendra|Pradeep Kumar|Shreeram Lagoo|Rajendra Nath| ,  ,  , 3ItNOoiQllA ,
 Sainik , tt0290839 , https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Sainik-1993-dvd-cover.jpg/220px-Sainik-1993-dvd-cover.jpg , https://en.wikipedia.org/wiki/Sainik , Sainik , Sainik ,0,1993,145, Action|Drama|Romance ,6.2,1027, Lieutenant Suraj Dutt successfully fails an arms dealing on the border.He soon comes on leave and goes to meet his sister Mini where he comes across Alka.Alka and Sooraj soon fall in love and get married life is going very cheerful to everyone in between Minnie's marriage gets arranged to Pankaj son of Gajraj Chaudhary.Suraj notices that Pankaj is the same person who was dealing with arms on the border and gets him and Gajraj arrested.Minnie is left broken heart but Vijay comes froward to accept her and their a marriage is arranged but before that Suraj has to leave for a mission.Few days later his father Yashpal Dutt  Alka and Minnie get the news of Suraj's death from different people but all decide to keep it as a secret from everyone as his sudden death might shatter the family. , Lieutenant Suraj Dutt successfully fails an arms dealing on the border.He soon comes on leave and goes to meet his sister Mini where he comes across Alka.Alka and Sooraj soon fall in love ... ,  , Akshay Kumar|Ashwini Bhave|Farheen|Alok Nath|Ranjeet|Anupam Kher|Ronit Roy|Laxmikant Berde|Satish Shah|Harish Patel|Balbinder Dhami|Guddi Maruti|Ranjit Raj|Navneet Nishan| ,  , 10 September 1993 (India) , oQ8liTFTRnk ,
 Bhanwar , tt0297781 , https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Bhanwar76.jpg/220px-Bhanwar76.jpg , https://en.wikipedia.org/wiki/Bhanwar , Bhanwar , Bhanwar ,0,1976,135, Drama|Romance ,6.2,22, Anoop loves Roopa D'Souza  and will do anything to marry her. But Roopa has some doubts about him. Eventually  he does manage to convince her that he is worthy of her love  and she consents. Shortly after that Roopa's mom  Rosy  passes away; Roopa is involved in an accident  and hospitalized. When Roopa returns home  Anoop comes to visit her  and is shocked to find her in bed with Ravi. Roopa refuses to clarify  and it is up to Anoop to wait for Roopa to change her mind  or to marry someone else. , Anoop loves Roopa D'Souza  and will do anything to marry her. But Roopa has some doubts about him. Eventually  he does manage to convince her that he is worthy of her love  and she consents... ,  , Ashok Kumar|Randhir Kapoor|Parveen Babi|Asrani|Aruna Irani|Ranjeet|Kamini Kaushal|Nadira|Madan Puri|Arpana Choudhary|Dhumal|Brahm Bhardwaj|Ashoo|Sulochana Chatterjee| ,  , 7 May 1976 (India) , xsvXH8DB4po ,
 Awara Paagal Deewana , tt0319020 , https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Awarapaagaldeewanadvd.jpg/220px-Awarapaagaldeewanadvd.jpg , https://en.wikipedia.org/wiki/Awara_Paagal_Deewana , Awara Paagal Deewana , Awara Paagal Deewana ,0,2002,158, Action|Comedy|Crime ,6.2,7059, Vikrant and Gulab Khatri are brothers-in-law who hate each other  and it is only through Vikrant's dad  who is also a mafia underworld don  that an uneasy peace is maintained. But when he passes away  a vengeful Vikrant frames Gulab in the murder of a politician  forcing Gulab to flee to the United States. Once there  Gulab hopes to re-build his life  but this thought is in vain as his neighbors  the Acharyas  find out about him and the reward offered for his arrest - and create a mini-hell for him - forcing him to show his true colors to them - colors that may well lead to the demise of the entire family. , A dentist's life turns into a roller coaster ride when he is unknowingly embroiled in gang wars. ,  , Akshay Kumar|Sunil Shetty|Aftab Shivdasani|Preeti Jhangiani|Amrita Arora|Aarti Chhabria|Paresh Rawal|Johnny Lever|Rahul Dev|Supriya Pilgaonkar|Om Puri| , 6 wins & 1 nomination , 21 June 2002 (USA) , sy5GB-lOSHs ,
 Jhutha Sach (film) , tt0357812 , https://upload.wikimedia.org/wikipedia/en/9/9a/Jhutha_Sach.jpg , https://en.wikipedia.org/wiki/Jhutha_Sach_(film) , Jhutha Sach , Jhutha Sach ,0,1984,  , Drama|Family ,6.2,39, After the passing away of his wife (Sunita)  Vijay brings up his two children  Bhishan and Charudatta  who want him to re-marry  and go around selecting a mother. They pick on Alka  who is a stage singer  and lives alone as a paying guest. Vijay and Alka approve of each other  get married  and go for a honey-moon. On the way back Vijay drives too fast  has an accident  and is killed. Alka does not have the courage to tell the children  so she hires Vijay's look-alike  a dreaded bandit and killer  Tiger  who agrees to impersonate Vijay for 30 days  make the kids hate him  then leave forever - for a sum of 3 Lakh rupees. Things do go according to plan  and the children do start hating their dad. But on the 30th day  Alka receives a phone call that the children have been kidnapped and the kidnapper is demanding a sum of 25 Lakh rupees. Watch and find out who abducted the children  and whether or not Tiger had a hand in this. , After the passing away of his wife (Sunita)  Vijay brings up his two children  Bhishan and Charudatta  who want him to re-marry  and go around selecting a mother. They pick on Alka  who is ... ,  , Dharmendra|Rekha|Amrish Puri|Baby Pinky|Jugal Hansraj|Asrani|Lalita Pawar|Prema Narayan|Aruna Irani|Master Bhagwan|Moolchand|Mukri|Birbal|Azaad Irani| ,  , 16 November 1984 (India) , l8MlsLUOWiU ,
 Hukumat , tt0359440 , https://upload.wikimedia.org/wikipedia/en/2/29/Hukumat_poster.jpg , https://en.wikipedia.org/wiki/Hukumat , Hukumat , Hukumat ,0,1987,130, Action|Drama ,6.2,118, A tough cop is posted to a small town where an evil businessman reigns like a tyrant. When the cop recognizes the businessman as his father's murderer  it becomes personal. , A tough cop is posted to a small town where an evil businessman reigns like a tyrant. When the cop recognizes the businessman as his father's murderer  it becomes personal. ,  , Dharmendra|Rati Agnihotri|Shammi Kapoor|Sadashiv Amrapurkar|Swapna|Prem Chopra|Joginder Shelly|Deep Dhillon|Praveen Kumar|Jugal Hansraj|Jankidas|Goga Kapoor|Pinchoo Kapoor|Kirti Kumar| ,  , 27 March 1987 (India) , 1U6WzzPpAQQ ,
 Zakhmi Aurat , tt0364135 ,  , https://en.wikipedia.org/wiki/Zakhmi_Aurat , Zakhmi Aurat , Zakhmi Aurat ,0,1988,132, Drama|Thriller ,6.2,48, This Dimple Kapadia starrer  inspired by the X-rated thriller 'I spit on your grave'; centered around a woman police officer who is gang raped in gruesome fashion - her ripped off jeans flung on the fan as testimony to the ghastly act taking place below. In the film the victim's (Dimple) trust in the judicial system is shattered when despite her testimony  justice is denied to her. She decides to punish the rapists by forming a gang of wronged women and the modus operandi is to first identify the rapists  trap him and then castrate him. The film was generously sprinkled with explicit scenes falsifying the claim of the filmmaker of an anti-rape film. Watch what happens with the court case..will she get her justice? , This Dimple Kapadia starrer  inspired by the X-rated thriller 'I spit on your grave'; centered around a woman police officer who is gang raped in gruesome fashion - her ripped off jeans ... ,  , Dimple Kapadia|Raj Babbar|Anupam Kher|Rama Vij|Aruna Irani|Kalpana Iyer|Chand Usmani|Beena Banerjee|Satyendra Kapoor|Om Shivpuri|Tej Sapru|Avtar Gill|Puneet Issar|Leela Mishra| ,  , 2 September 1988 (India) , i8dj0UsE0v4 ,
 Raja Saab , tt0371908 ,  , https://en.wikipedia.org/wiki/Raja_Saab , Raja Saab , Raja Saab ,0,1969,144, Romance ,6.2,27, Born and brought up in an orphanage  it has always been Rajoo's dream of becoming a wealthy man  particularly a Prince of any region. His dreams land him in trouble when he misbehaves with Rajkumari Poonam  and is expelled from the orphanage. He seeks works as a masseur and goes to work with Prince Pratap Singh  who hires him  is so happy with his work  that he would like him to impersonate him and thus fulfill his dream of becoming a Prince. The only problem is that he has to insult and humiliate Princess Poonam  the very woman with whom he had misbehaved  and has fallen head-over-heels in love with her. The question remains  will his love of becoming a Prince overcome his true love for Poonam? The song \ Rajoo ka hai ek khwab  Rajoo raja raja saab  raaj hai na taaj hai  phir bhi main raaj saab\  continues to be popular even today. , Born and brought up in an orphanage  it has always been Rajoo's dream of becoming a wealthy man  particularly a Prince of any region. His dreams land him in trouble when he misbehaves with ... ,  , Shashi Kapoor|Nanda|Kamal Kapoor|Azra|Rajendra Nath|Agha|Shammi|Kumari Naaz|Mirza Musharraf|Subbiraj| ,  ,  , bZSKeOEzRgI ,
 Masti (2004 film) , tt0406977 , https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Moviepostermasti.jpg/220px-Moviepostermasti.jpg , https://en.wikipedia.org/wiki/Masti_(2004_film) , Masti , Masti ,0,2004,166, Comedy|Crime|Mystery ,6.2,5413, A murder is committed in a town in India and the Police ask a senior policeman to deal with his matter. His name is Sikanker and he begins his investigations and after doing so  he finds that he has three suspects. Three men  who are all married  but have been involved in seducing a woman named Monica. The three men are Amar  Prem  and Meet  who all claim their innocence - but in Sikander's books - they are all guilty until they prove themselves innocent. How can they prove themselves innocent  when their very wives will refuse to speak up on their behalf? , Bored of their wives  best friends  Meet  Prem and Amar  reunite after three years and decide to have an affair - but instead become the prime suspects in a murder investigation. ,  , Aftab Shivdasani|Vivek Oberoi|Riteish Deshmukh|Amrita Rao|Tara Sharma|Genelia D'Souza|Ajay Devgn|Lara Dutta|Archana Puran Singh|Satish Shah|Suresh Menon|Rakhi Sawant|Divya Palat|Seema Pande| , 3 wins & 2 nominations , 9 April 2004 (USA) , 1pyI37UEjsk ,
 Kaalia (1997 film) , tt0420707 , https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Kaaliamithun.jpg/220px-Kaaliamithun.jpg , https://en.wikipedia.org/wiki/Kaalia_(1997_film) , Kaalia , Kaalia ,0,1997,  , Action ,6.2,34, Collector Kalicharan is approach by three men Bhawani Singh  Pratap Singh and a politician to endorse a document so that they can take possession of a 500 acres land. When Kalicharan refuses the duo frames him for murder and has him sent to jail while in the process they also abducts his niece Jyoti and has her consign in a brothel. A few days later Kalicharan who now changes his name to Kaalia escapes from jail with a motive of dealing with all wrong-doers accordingly. , Collector Kalicharan is approach by three men Bhawani Singh  Pratap Singh and a politician to endorse a document so that they can take possession of a 500 acres land. When Kalicharan ... ,  , Deepti Bhatnagar|Mithun Chakraborty|Kiran Kumar|Johnny Lever|Ram Mohan|Mukesh|Raza Murad|Paintal|Rami Reddy|Mukesh Rishi|Tej Sapru|Shakeela|Sheeba| ,  ,  , hzUZ1LOuQHs ,
 My Wife's Murder , tt0451824 , https://upload.wikimedia.org/wikipedia/en/d/d6/My_Wife%27s_Murder.jpg , https://en.wikipedia.org/wiki/My_Wife%27s_Murder , My Wife's Murder , My Wife's Murder ,0,2005,103, Drama|Mystery|Thriller ,6.2,834, Ravi Pathwardhan and editor lives middle class life with his wife Sheela and two kids.Sheela suspects him of having an affair with his assistant Reena.Sheela's continuous nagging frustrates Ravi in a fit of anger he hits her in following which Sheela dies after hitting self on the head.Ravi dispose her body in the pond and lodges her missing complaint along with her father.Inspector Tejpal whose investigating the case finds many loopholes in it and suspicion leading directly to Ravi. , After a brief argument  a husband accidentally hits his wife leading to her death. Things goes murkier when a tough cop is suspecting him for the murder and the latter tries his best to evade the law. ,  , Anil Kapoor|Suchitra Krishnamoorthi|Nandana Sen|Rajesh Tandon| ,  , 19 August 2005 (India) , odZJdjwF5E0 ,
 Dhol (film) , tt0995035 , https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Dhol1.jpg/220px-Dhol1.jpg , https://en.wikipedia.org/wiki/Dhol_(film) , Dhol , Dhol ,0,2007,145, Comedy|Crime|Mystery ,6.2,4203, Sameer Arya  Martand Damdere  Pankaj Tiwari  and Gautam Sesodia are friends who live in a small town in India. Broke  accident-prone  and unable to pay rent to their landlady  they are basically slackers with Sameer and Gautam having no family  while Pankaj has been kicked out by his brother-in-law  and Martand has illicitly borrowed money from his maternal uncle  is unable to re-pay it and hence rendered homeless. The four find out that they can better their lifestyle by obtaining a bank loan - albeit in vain as they are unable to secure one. Then they decide to woo a rich girl  let one of them marry her  and live their life in comfort. They find out that there is a new girl  Ritu Tripathi  in the neighborhood  who is on the lookout for her missing brother  Rahul. The foursome con her into believing that they are Rahul's friends and befriend her. Pankaj even re-names himself Jai  her fiancée  not for long though as she soon finds out that the truth after she meets with Sophie  the ... , Four lazy friends try to woo a rich girl  in order to live a wealthy lifestyle. Their plan  however goes horribly wrong after they get embroiled with a notorious criminal. ,  , Sharman Joshi|Tusshar Kapoor|Kunal Khemu|Rajpal Yadav|Tanushree Dutta|Om Puri|Abhimanyu Singh| ,  , 14 September 2007 (India) , lQIKL4hbQSc ,
 Jail (2009 film) , tt1245774 , https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Jail_Movie_Poster.jpg/220px-Jail_Movie_Poster.jpg , https://en.wikipedia.org/wiki/Jail_(2009_film) , Jail , Jail ,0,2009,131, Drama ,6.2,1097, Shortly after getting promoted as Regional Manager of Max Finance  Parag Dixit gets arrested in Bandra for Firing at Police  and Possession of Narcotics. His associate  Keshav  is grievously injured  and is hospitalized in a coma-like condition. Parag's widowed mother  Alka  and Air Hostess girlfriend  Manasi Pandit  retain Advocate Harish Bhatiya to represent him at a preliminary bail hearing  but the Judge denies bail. Housed in an overcrowded barrack  with barely room to move  Parag meets with a variety of people - both convicted and awaiting trial - including Abdul Ghani  Kabir Malik  Galib Suratwala  Nawab  Bababhai  etc. Parag again appears in Court e after a charge-sheet is filed  but again  due to the seriousness of the offenses  fear of tampering with evidence and witnesses  he is denied bail. Several months later  Keshav is now deceased - and Parag  embittered by abuse  loss of faith in an overburdened system - with overwhelming evidence against him - faces trial as the only... , Remanded to policy custody  a man reviews his options in an overcrowded jail while awaiting trial. ,  , Manoj Bajpayee|Neil Nitin Mukesh|Atul Kulkarni|Mugdha Godse|Arya Babbar|Rahul Singh|Nassar Abdulla|Navni Parihar|Mukesh Tyagi|Mahendra Shrivas|G.K. Desai|Kaveri Jha|Sandeep Mehta|Chetan Pandit| , 1 nomination , 6 November 2009 (India) , 5OYl4Dj2jS4 ,
 Izzat (1991 film) , tt1571204 , https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Izzat_%281991_film%29.jpg/220px-Izzat_%281991_film%29.jpg , https://en.wikipedia.org/wiki/Izzat_(1991_film) , Izzat , Izzat ,0,1991,156, Action|Drama ,6.2,26, Follows Police Officer Siddarth whose aim is to live with honesty and respect as taught by his constable father. , Follows Police Officer Siddarth whose aim is to live with honesty and respect as taught by his constable father. ,  , Jackie Shroff|Sangeeta Bijlani|Gulshan Grover|Shakti Kapoor|Amjad Khan|Raza Murad|Paresh Rawal|Goga Kapoor|Sadashiv Amrapurkar|Ishrat Ali|Harish Patel|Brando Bakshi|Rakesh Bedi|Birbal| ,  , 21 June 1991 (India) , 1F0IW-duTYI ,
 Aarakshan , tt1848771 , https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Aarakshan.jpg/220px-Aarakshan.jpg , https://en.wikipedia.org/wiki/Aarakshan , Aarakshan , Aarakshan ,0,2011,164, Drama ,6.2,4629, Following the Mandal Commission report and the Supreme Court of India's decision to maintain a 27 percent reservation for Dalits and lower/backward castes  right-winged political parties organize protests. The Principal of Shakuntala Thakral Mahavidyalal  a non-government college which is exempt from this mandate  gets in the limelight when it's Principal  Prabhakar Anand  endorses the decision - much to the ire of the trustees as well as the newly appointed Vice-Principal Mithilesh Singh  who has invested Rs.1200 Crores in private coaching classes. Prabhakar refuses to change his stand and ends up tendering his resignation  taking his family  consisting of his wife  Kavita and daughter  Poorbi  to live near Shambhu Yadav's Tabela after they find their family home being taken over by Mithilesh's coaching classes. Attempts to evict Mithilesh's staff will be in vain and will not only end up alienating the family from everyone but Prabhakar will also be summoned and possibly arrested for... , A decision by India's supreme court tests a man's friendships and loyalty. ,  , Amitabh Bachchan|Saif Ali Khan|Manoj Bajpayee|Deepika Padukone|Prateik|Tanvi Azmi|Saurabh Shukla|Darshan Jariwala|Yashpal Sharma|Mukesh Tiwari|Rajeev Verma|S.M. Zaheer|Chetan Pandit|Vinay Apte| , 2 wins & 7 nominations , 12 August 2011 (USA) , nEm8yMXwIis ,
 Ek Nazar , tt0068532 , https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Ek_Nazar.jpg/220px-Ek_Nazar.jpg , https://en.wikipedia.org/wiki/Ek_Nazar , Ek Nazar , Ek Nazar ,0,1972,  , Romance ,6.1,81, Leading lawyer and public prosecutor  Raghunath Tyagi  lives an upper middle- class life in India with his only son  Akash Manmohan. Raghunath would like his son to take an interest in law or a business  but all Akash is interested in is poems. One day Akash overhears one of his poems being sung by a woman. He is attracted to this woman  whose name is Shabnam  and would like to marry her. The only problem is his dad  who is strongly opposed to his son marrying a woman of questionable character and means - a prostitute. But Akash is adamant  leaves his dad's house and continues his affair with Shabnam. Shabnam wants to break free from the brothel madame  Aminabai  and does so  only to find that Aminabai has sold her to a man named Nawab for Rs.20 000/-. Angered at Aminabai  Shabnam goes to confront her  and as a result Amina is killed  and Shabnam is arrested and charged with first degree murder - the punishment for which  under Section 302 of the Indian Pencal Code is Life ... , Leading lawyer and public prosecutor  Raghunath Tyagi  lives an upper middle- class life in India with his only son  Akash Manmohan. Raghunath would like his son to take an interest in law ... ,  , Amitabh Bachchan|Jaya Bachchan|Nadira|Tarun Bose|Manmohan|Asit Kumar Sen|Dulari|Sudhir|Johnny Whisky|Rashid Khan|Hari Shukla|Daya Devi|Kamala|Raja Duggal| ,  ,  , FSrWAC62TaU ,
 Zameen Aasmaan (1972 film) , tt0069534 , https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Zameen_Aasmaan_1972.jpg/220px-Zameen_Aasmaan_1972.jpg , https://en.wikipedia.org/wiki/Zameen_Aasmaan_(1972_film) , Zameen Aasmaan , Zameen Aasmaan ,0,1972,134, Action|Crime|Drama ,6.1,10, Disciplinarian Shanti Swaroop (Ashok Kumar) alienates himself from his wife Urmilla (Indrani Mukherjee); son  Ravi (Sunil Dutt)  and daughter  Roopa (Yogeeta Bali). His wife passes away  and he marries another woman  Maya (also Indrani Mukherjee)  who looks like his wife. Maya has an on-going affair with Heeralal \ Heera\  (Ramesh Deo) unknown to Shanti Swaroop. A fall from a staircase makes Shanti Swaroop lose his eyesight  and makes him totally dependent on his wife  and a nurse  Kalpana (Rekha). Blinded and unable to see reason clearly  he refuses to let his daughter marry Ram (Sharad) as he is poor; and asks Ravi to leave his house  when Ravi speaks out against Heera and Maya  thus leaving the ground wide open for them to attempt to initially permanently blind him  and then blame the nurse for this negligence. , Disciplinarian Shanti Swaroop (Ashok Kumar) alienates himself from his wife Urmilla (Indrani Mukherjee); son  Ravi (Sunil Dutt)  and daughter  Roopa (Yogeeta Bali). His wife passes away  ... ,  , Ashok Kumar|Sunil Dutt|Rekha|Sharad Kumar|Yogeeta Bali|Indrani Mukherjee|Ramesh Deo|Achala Sachdev|Dulari| ,  ,  , cXjqBKgeQfE ,
 Mahaan , tt0085886 , https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Mahaan_%281983%29.jpg/220px-Mahaan_%281983%29.jpg , https://en.wikipedia.org/wiki/Mahaan , Mahaan , Mahaan ,0,1983,  , Action|Comedy|Drama ,6.1,373, Criminal Vikram Singh is arrested for possession of drugs thus the case is called up in a court of law which forces him to approach his lawyer friend  Amit but instead of favoring for him Amit gets him prosecuted. Shortly after Vikram gets released from jail framing Amit for the killing of his associate  Rajan. On the advice of his wife  Janaki Amit decides to run far-away to avoid getting arrested by the police. Meanwhile Janaki give birth to twin boys  Shankar and Guru; Shankar grows up to be a police officer but unfortunately Guru gets separated from her and grows up with an elderly couple. Ironically Amit now resides in Nepal where-by he is a well-respected multi-millionaire businessman  Rana Ranveer and has adopted a young girl  Manju who grows up with him. Fortunately the family gets united and plots to bring Vikram to justice. , Criminal Vikram Singh is arrested for possession of drugs thus the case is called up in a court of law which forces him to approach his lawyer friend  Amit but instead of favoring for him ... ,  , Ashok Kumar|Waheeda Rehman|Amitabh Bachchan|Zeenat Aman|Parveen Babi|Amjad Khan|Kader Khan|Aruna Irani|Shakti Kapoor|Gurbachan Singh|Sujit Kumar|Mac Mohan|Mukri| ,  ,  , 7p285eDBdvU ,
 Mard (1985 film) , tt0089552 , https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Mard_1985_film.jpg/220px-Mard_1985_film.jpg , https://en.wikipedia.org/wiki/Mard_(1985_film) , Mard , Mard ,0,1985,177, Action|Drama|Romance ,6.1,1353, British intelligence comes over to India and loot all its wealth and carry it over to there country. Once they were being challenge by a brave king name Raja Azaad Singh  one day he happen to confront them and take them over to Lady Elena where some justice was being thought to them but they turn back and attack Azaad Singh on his back and he was wounded on his left arm. He contact Dr. Harry and was again attack but this time he sent away his wife and new born baby son by putting a mark on his arm. Fearing that the baby may fall into the British arm his mother decides to leave him into an orphanage. Later on the boy grows up and was called Mard with intelligence to protect his own country  a woman name Jamuna and her husband brought him up. On a chance encounter he happen to meet up with beautiful and charming Ruby on a mischap and later on found out it was Dr. Harry's daughter  on a strange incident both Ruby and Mard falls in love. But her father had other plans for her to marry ... , British intelligence comes over to India and loot all its wealth and carry it over to there country. Once they were being challenge by a brave king name Raja Azaad Singh  one day he happen ... ,  , Amitabh Bachchan|Amrita Singh|Nirupa Roy|Dara Singh|Prem Chopra|Goga Kapoor|Kamal Kapoor|Bob Christo|Manik Irani|Satyendra Kapoor|Seema Deo|Helena|Moti|Dan Dhanoa| , 1 nomination , 8 November 1985 (India) , yIMzINIJETI ,
